ko_id	seed_ids	definition	kegg_ids
K02614	rxn16681	acyl-CoA thioesterase [EC:3.1.2.-]	R09840
K02613	rxn16679	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaE	R09838
K02612	rxn16679	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaD	R09838
K02611	rxn16679	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaC [EC:1.14.13.149]	R09838
K02610	rxn16679	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaB	R09838
K15941	rxn39748;rxn16168;rxn04511	deoxynogalonate / 12-deoxyaklanonic acid monooxygenase [EC:1.13.12.22 1.13.12.-]	R09327;R06679
K02609	rxn16679	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaA [EC:1.14.13.149]	R09838
K15948	rxn16173	aclacinomycin-T 2-deoxy-L-fucose transferase [EC:2.4.1.327]	R09332
K15949	rxn16175;rxn16176	aclacinomycin-N/aclacinomycin-A oxidase [EC:1.1.3.45 1.3.3.14]	R09334;R09335
K15946	rxn16172	aklavinone 7-alpha-L-rhodosaminyltransferase [EC:2.4.1.326]	R09331
K15947	rxn16172	aklavinone 7-alpha-L-rhodosaminyltransferase auxiliary protein	R09331
K15944	rxn39747;rxn04510;rxn39749;rxn04514;rxn16170	nogalaviketone/aklaviketone reductase [EC:1.1.1.- 1.1.1.362]	R06682;R09329;R06677
K15945	rxn16171	C-1 hydroxylase	R09330
K15942	rxn04512;rxn07140	O-methyltransferase / aklanonic acid methyltransferase [EC:2.1.1.- 2.1.1.288]	R06675;R06680
K15943	rxn16169;rxn07141;rxn04513	nogalonic acid methyl ester cyclase / aklanonic acid methyl ester cyclase [EC:5.5.1.26 5.5.1.23]	R09328;R06676;R06681
K15915	rxn40064	undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase [EC:2.7.8.36]	R10184
K15916	rxn15270;rxn31240;rxn20522;rxn15364;rxn00558;rxn02380;rxn01977	glucose/mannose-6-phosphate isomerase [EC:5.3.1.9 5.3.1.8]	R02739;R03321;R01819;R02740;R00771
K15913	rxn40003	UDP-N-acetylbacillosamine N-acetyltransferase [EC:2.3.1.203]	R10099
K15914	rxn23524	N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase [EC:2.4.1.290]	R10188
K15912	rxn23510	UDP-N-acetyl-D-glucosamine 4,6-dehydratase [EC:4.2.1.135]	R10266
K15910	rxn03122	UDP-N-acetylbacillosamine transaminase [EC:2.6.1.34]	R04529
K15919	rxn01013;rxn00324;rxn01011	glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]	R01392;R01388;R00465
K15918	rxn01102	D-glycerate 3-kinase [EC:2.7.1.31]	R01514
K01307	rxn39454;rxn06628	gamma-glutamyl hydrolase [EC:3.4.19.9]	R04242
K02636	rxn12059;rxn39426;rxn11995	cytochrome b6-f complex iron-sulfur subunit [EC:7.1.1.6]	R03817;R08409
K15926	rxn16181	cyclase	R09340
K15927	rxn16183	oxygenase	R09342
K15922	rxn15069	sulfoquinovosidase [EC:3.2.1.199]	R00802;R11543
K15920	rxn06000;rxn15194;rxn15193	xylan 1,4-beta-xylosidase [EC:3.2.1.37]	R01433
K15921	rxn06036;rxn15247;rxn15246	arabinoxylan arabinofuranohydrolase [EC:3.2.1.55]	R01762
K15928	rxn16182;rxn16184	bifunctional hydroxylase/dehydrase	R09341;R09343
K15929	rxn04505;rxn39746	glycosyltransferase [EC:2.4.1.-]	R06670
K02626	rxn00405	arginine decarboxylase [EC:4.1.1.19]	R00566
K13398	rxn02641	columbamine O-methyltransferase [EC:2.1.1.118]	R03721
K13397	rxn02713	(S)-scoulerine 9-O-methyltransferase [EC:2.1.1.117]	R03835
K13394	rxn03473;rxn02566	codeinone reductase [EC:1.1.1.247]	R03592;R05124
K13393	rxn03231	salutaridinol 7-O-acetyltransferase [EC:2.3.1.150]	R04723
K13396	rxn13993;rxn03207	(S)-tetrahydroprotoberberine N-methyltransferase [EC:2.1.1.122]	R04691;R08789
K13395	rxn03051;rxn03206	(S)-stylopine/(S)-canadine/(S)-nandinine synthase [EC:1.14.19.64 1.14.19.68 1.14.19.73]	R04400;R04690
K00081	rxn16257;rxn01881	carbonyl reductase 2 [EC:1.1.1.184]	R02581;R09420
K00082	rxn02474	5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:1.1.1.193]	R03458
K00078	rxn15648;rxn01042;rxn15647;rxn15187;rxn15188;rxn04822	dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179]	R07015;R01430
K00079	rxn02132;rxn02985;rxn16257;rxn01881	carbonyl reductase 1 [EC:1.1.1.184 1.1.1.189 1.1.1.197]	R02581;R04285;R02975;R09420
K00077	rxn01790	2-dehydropantoate 2-reductase [EC:1.1.1.169]	R02472
K00074	rxn04750;rxn03861;rxn01452	3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	R06941;R05576;R01976
K24041	rxn06112	penicillin V amidase [EC:3.5.1.11]	R02170
K00075	rxn02285;rxn02284	UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]	R03192;R03191
K24042	rxn04954;rxn16206;rxn00693;rxn00910	methionine synthase / methylenetetrahydrofolate reductase(NADPH) [EC:2.1.1.13 1.5.1.20]	R00946;R07168;R01224;R09365
K00072	rxn02132;rxn11742;rxn01324	sepiapterin reductase [EC:1.1.1.153]	R11763;R11762;R02975;R08208;R01813
K00073	rxn02102;rxn02103	ureidoglycolate dehydrogenase (NAD+) [EC:1.1.1.350]	R02936;R02935
K12073	rxn05023	1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]	R07262
K00070	rxn02385;rxn01586;rxn03198;rxn01809;rxn01337;rxn03317;rxn02905;rxn02038	3beta-hydroxy-Delta5-steroid dehydrogenase / steroid Delta-isomerase [EC:1.1.1.145 5.3.3.1]	R01837;R04163;R02499;R02840;R02216;R03327;R04678;R04849
K00071	rxn02717;rxn02034	corticosteroid 11-beta-dehydrogenase isozyme 2 [EC:1.1.1.-]	R02834;R03847
K00067	rxn02003	dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]	R02777
K00068	rxn15354;rxn03886	sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]	R05607
K00065	rxn01124	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]	R01542
K00066	rxn00638	GDP-mannose 6-dehydrogenase [EC:1.1.1.132]	R00880
K00064	rxn14044;rxn07490	D-threo-aldose 1-dehydrogenase [EC:1.1.1.122]	R07675;R08926
K00061	rxn02183;rxn11893	11-cis-retinol dehydrogenase [EC:1.1.1.315]	R03048;R08382
K12047	rxn15251;rxn15011;rxn15069;rxn15067;rxn15596;rxn15010;rxn00022;rxn15068;rxn00575	maltase-glucoamylase [EC:3.2.1.20 3.2.1.3]	R00802;R06199;R01790;R06088;R01791;R00028;R06087;R00801
K13372	rxn02993;rxn01715;rxn06189	aralkylamine dehydrogenase heavy chain [EC:1.4.9.2]	R02382;R04300;R02612
K13371	rxn02993;rxn01715;rxn06189	aralkylamine dehydrogenase light chain [EC:1.4.9.2]	R02382;R04300;R02612
K13373	rxn14007;rxn03201;rxn01693;rxn01692;rxn14019;rxn14276;rxn03200	17beta-estradiol 17-dehydrogenase / 3beta-hydroxysteroid 3-dehydrogenase [EC:1.1.1.62 1.1.1.270]	R04682;R12405;R04681;R02353;R02352;R08980;R07495;R08945
K13379	rxn15898	reversibly glycosylated polypeptide / UDP-arabinopyranose mutase [EC:2.4.1.- 5.4.99.30]	R09009
K00098	rxn03954	L-idonate 5-dehydrogenase [EC:1.1.1.264]	R05684
K00099	rxn03958	1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]	R05688
K00096	rxn15545;rxn15546	glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]	R05679;R05680
K00097	rxn11663;rxn03951;rxn05116	4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]	R05681;R07406;R05837
K00094	rxn03856	galactitol-1-phosphate 5-dehydrogenase [EC:1.1.1.251]	R05571
K13381	rxn06152;rxn06063;rxn05941;rxn31266;rxn40228;rxn07593;rxn15160;rxn20173;rxn39926;rxn24346;rxn19732;rxn12154;rxn20174;rxn19733;rxn31265	bifunctional chitinase/lysozyme [EC:3.2.1.14 3.2.1.17]	R02334;R01206
K13387	rxn03530;rxn03210;rxn03525	berbamunine synthase [EC:1.14.19.66]	R05210;R04694;R05215
K13386	rxn02711;rxn39493;rxn03527	3'-hydroxy-N-methyl-(S)-coclaurine 4'-O-methyltransferase [EC:2.1.1.116]	R05212;R03832
K13389	rxn14005	(S)-corytuberine synthase [EC:1.14.19.51]	R08790
K13383	rxn03472;rxn03529	(RS)-norcoclaurine 6-O-methyltransferase [EC:2.1.1.128]	R05123;R05214
K13382	rxn02858;rxn02997	(S)-norcoclaurine synthase [EC:4.2.1.78]	R04305;R04084
K13385	rxn03997	N-methylcoclaurine 3'-monooxygenase [EC:1.14.14.102]	R05732
K13384	rxn15791;rxn03208;rxn03531;rxn03526	(RS)-1-benzyl-1,2,3,4-tetrahydroisoquinoline N-methyltransferase [EC:2.1.1.115 2.1.1.140]	R05211;R04692;R08794;R05216
K00093	rxn00430	methanol dehydrogenase [EC:1.1.1.244]	R00605
K00090	rxn01013;rxn00324;rxn01277;rxn01011	glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]	R01392;R01739;R01388;R00465
K00089	rxn14176;rxn14124;rxn14375	3alpha-hydroxysteroid 3-dehydrogenase [EC:1.1.1.213 1.1.1.357]	R08955;R08960;R08957
K24034	rxn01663;rxn01406;rxn12049;rxn39333	spermidine synthase / saccharopine dehydrogenase (NADP+, L-glutamate-forming) [EC:2.5.1.16 1.5.1.10]	R08359;R02315;R01920
K00087	rxn01297;rxn01522	xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4]	R02103;R01768
K00088	rxn11768;rxn00834	IMP dehydrogenase [EC:1.1.1.205]	R01130;R08240
K00086	rxn02235;rxn01710	1,3-propanediol dehydrogenase [EC:1.1.1.202]	R02377;R03119
K00083	rxn01887;rxn04424;rxn04425;rxn02758;rxn02814	cinnamyl-alcohol dehydrogenase [EC:1.1.1.195]	R02593;R03918;R07437;R06571;R06570
K00084	rxn16257;rxn01881	carbonyl reductase 3 [EC:1.1.1.184]	R02581;R09420
K13390	rxn14225;rxn15790;rxn15789;rxn14258	(R,S)-reticuline 7-O-methyltransferase [EC:2.1.1.291]	R08787;R08788
K13392	rxn03213	salutaridine reductase (NADPH) [EC:1.1.1.248]	R04697
K13391	rxn03212	salutaridine synthase [EC:1.14.19.67]	R04696
K13356	rxn16312	alcohol-forming fatty acyl-CoA reductase [EC:1.2.1.84]	R09470
K14682	rxn00192	amino-acid N-acetyltransferase [EC:2.3.1.1]	R00259
K14681	rxn00192;rxn00802	argininosuccinate lyase / amino-acid N-acetyltransferase [EC:4.3.2.1 2.3.1.1]	R01086;R00259
K00034	rxn01108;rxn01109	glucose 1-dehydrogenase [EC:1.1.1.47]	R01520;R01521
K00035	rxn15131;rxn00813;rxn00810;rxn15130;rxn15125;rxn15124	D-galactose 1-dehydrogenase [EC:1.1.1.48]	R01094;R01097
K00032	rxn01474;rxn01475	phosphogluconate 2-dehydrogenase [EC:1.1.1.43]	R02032;R02034
K00033	rxn01115;rxn11040	6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	R01528;R10221
K00030	rxn00505;rxn15057;rxn15056	isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]	R00709
K00031	rxn00199;rxn15278;rxn01387;rxn00198;rxn15279;rxn15022;rxn15023	isocitrate dehydrogenase [EC:1.1.1.42]	R00267;R00268;R01899
K00038	rxn03301;rxn03316;rxn03313;rxn03304	3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]	R04844;R04834;R04831;R04847
K00039	rxn15276;rxn01383	ribitol 2-dehydrogenase [EC:1.1.1.56]	R01895
K00036	rxn01975;rxn00604;rxn15072	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	R00835;R10907;R02736
K00037	rxn03000;rxn03292;rxn03315;rxn03311;rxn03295;rxn03302;rxn03306;rxn03305;rxn03314;rxn03296;rxn03300;rxn14041;rxn01793;rxn03293;rxn03303;rxn03308;rxn03001;rxn03312;rxn03307;rxn01794;rxn03299	3alpha-hydroxysteroid 3-dehydrogenase / chlordecone reductase [EC:1.1.1.50 1.1.1.357 1.1.1.225]	R04819;R04818;R04829;R04833;R02477;R04845;R04842;R04832;R04843;R04309;R04837;R04838;R04824;R04835;R04846;R04825;R04836;R08963;R04830;R02476;R04310
K13367	rxn02752;rxn15944;rxn13388;rxn15946;rxn39432	polyamine oxidase [EC:1.5.3.17]	R09076;R09077;R03899;R09074
K13366	rxn13388;rxn01401	polyamine oxidase [EC:1.5.3.14 1.5.3.16 1.5.3.-]	R01914;R09076
K13369	rxn14007;rxn14276;rxn03201;rxn01693;rxn01692;rxn03200;rxn01530;rxn01336	17beta-estradiol 17-dehydrogenase / all-trans-retinol dehydrogenase (NAD+) / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) [EC:1.1.1.62 1.1.1.105 1.1.1.239]	R01836;R04682;R04681;R02353;R02352;R02124;R08980;R08945
K13368	rxn14007;rxn01336;rxn03201;rxn01693;rxn01692;rxn14276;rxn03200	17beta-estradiol 17-dehydrogenase / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) [EC:1.1.1.62 1.1.1.239]	R01836;R04682;R04681;R02353;R02352;R08980;R08945
K00023	rxn01453;rxn06038	acetoacetyl-CoA reductase [EC:1.1.1.36]	R01779;R01977
K24012	rxn00172;rxn00669	acetate---CoA ligase (ADP-forming) [EC:6.2.1.13]	R00920;R00229
K00024	rxn00248;rxn04934	malate dehydrogenase [EC:1.1.1.37]	R07136;R00342
K00021	rxn01501	hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]	R02082
K00022	rxn02933;rxn03249;rxn07883;rxn03246;rxn04750;rxn03244;rxn03242;rxn15510;rxn06037;rxn01451;rxn06777;rxn03239	3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]	R04745;R04743;R01975;R01778;R04739;R04737;R04748;R05066;R04741;R04203;R06941;R08094
K00020	rxn15510	3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]	R05066
K00029	rxn00161	malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]	R00216
K13370	rxn14007;rxn01336;rxn03201;rxn01693;rxn01692;rxn14276;rxn03200	17beta-estradiol 17-dehydrogenase / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) / 3-oxoacyl-[acyl-carrier protein] reductase alpha subunit [EC:1.1.1.62 1.1.1.239]	R01836;R04682;R04681;R02353;R02352;R08980;R08945
K00027	rxn00159	malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]	R00214
K00028	rxn00159	malate dehydrogenase (decarboxylating) [EC:1.1.1.39]	R00214
K24017	rxn03175;rxn02508	phosphoribosyl isomerase A [EC:5.3.1.16 5.3.1.24]	R03509;R04640
K00025	rxn00248;rxn04934	malate dehydrogenase [EC:1.1.1.37]	R07136;R00342
K24018	rxn00525;rxn02476;rxn01268	cyclohexadieny/prephenate dehydrogenase / 3-phosphoshikimate 1-carboxyvinyltransferase [EC:1.3.1.43 1.3.1.12 2.5.1.19]	R03460;R01728;R00732
K00026	rxn00248;rxn04934	malate dehydrogenase [EC:1.1.1.37]	R07136;R00342
K13332	rxn15870	N,N-dimethyltransferase	R08929
K15995	rxn02052	demethylmacrocin O-methyltransferase [EC:2.1.1.102]	R02859
K15996	rxn02051	macrocin O-methyltransferase [EC:2.1.1.101]	R02858
K15993	rxn04312	O-mycaminosyltylonolide 6-deoxyallosyltransferase [EC:2.4.1.317]	R06451
K15994	rxn04313;rxn14324	demethyllactenocin mycarosyltransferase [EC:2.4.1.318]	R06452
K15991	rxn40402	20-oxo-5-O-mycaminosyltylactone 23-monooxygenase [EC:1.14.15.34]	R10656
K15992	rxn39722;rxn15616	cytochrome P450 TylI	R06449
K13330	rxn15873	dTDP-4-amino-2,3,4,6-tetradeoxy-D-glucose N,N-dimethyltransferase [EC:2.1.1.324]	R08932;R11453;R11452
K15990	rxn04311	tylactone mycaminosyltransferase auxiliary protein	R06450
K00060	rxn01068	threonine 3-dehydrogenase [EC:1.1.1.103]	R01465
K15999	rxn04366;rxn04365;rxn04364	mycarose O-acyltransferase	R06505;R06504;R06503
K15997	rxn03820	3-alpha-mycarosylerythronolide B desosaminyl transferase auxiliary protein	R05531
K15998	rxn04367	TDP-megosamine glycosyltransferase	R06506
K00057	rxn00611;rxn00612	glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]	R00842;R00844
K00054	rxn01500	hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88]	R02081
K00055	rxn02996;rxn03650;rxn01902;rxn03649;rxn03594;rxn01293	aryl-alcohol dehydrogenase [EC:1.1.1.90]	R05347;R01763;R05348;R02611;R04304;R05282
K00052	rxn00735;rxn03062;rxn11245	3-isopropylmalate dehydrogenase [EC:1.1.1.85]	R04426;R00994;R10052
K00053	rxn15511;rxn03068;rxn15466;rxn35530;rxn03435;rxn02186;rxn03436	ketol-acid reductoisomerase [EC:1.1.1.86]	R04440;R05068;R05069;R05071;R03051;R04439
K00050	rxn01013;rxn01011	hydroxypyruvate reductase [EC:1.1.1.81]	R01392;R01388
K00051	rxn00249	malate dehydrogenase (NADP+) [EC:1.1.1.82]	R00343
K00058	rxn01101	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]	R01513
K00059	rxn05336;rxn05339;rxn40015;rxn06237;rxn05338;rxn07577;rxn05337;rxn05340;rxn40019;rxn05341;rxn05342	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	R04536;R10120;R11671;R04534;R04953;R04964;R02767;R07763;R10116;R04543;R04533;R04566
K14675	rxn15315;rxn06217;rxn39352	TAG lipase / lysophosphatidylethanolamine acyltransferase [EC:3.1.1.3 2.3.1.-]	R02250;R02687
K14676	rxn39361;rxn06375;rxn02450;rxn01983;rxn15365;rxn39398;rxn39399	lysophospholipid hydrolase [EC:3.1.1.5]	R02746;R03417;R03416;R02747
K14674	rxn06217;rxn13951;rxn07264;rxn15315;rxn39320;rxn07256;rxn01066;rxn06088;rxn15169;rxn39352;rxn39298;rxn07180;rxn06140;rxn07649	TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]	R02250;R02241;R07387;R02053;R01462;R07379;R02687;R07859;R01315;R01317;R07064
K14677	rxn40322;rxn00469	aminoacylase [EC:3.5.1.14]	R10553;R00669
K00045	rxn00629	mannitol 2-dehydrogenase [EC:1.1.1.67]	R00868
K00043	rxn01201	4-hydroxybutyrate dehydrogenase [EC:1.1.1.61]	R01644
K00044	rxn14007;rxn03201;rxn01693;rxn01692;rxn14276;rxn03200	17beta-estradiol 17-dehydrogenase [EC:1.1.1.62]	R04682;R04681;R02353;R02352;R08980;R08945
K00041	rxn01857	tagaturonate reductase [EC:1.1.1.58]	R02555
K00042	rxn01280;rxn01281	2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]	R01745;R01747
K00040	rxn01775	fructuronate reductase [EC:1.1.1.57]	R02454
K00049	rxn01013;rxn00324;rxn01011;rxn01831	glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]	R01392;R01388;R00465;R02527
K00048	rxn01615;rxn01305	lactaldehyde reductase [EC:1.1.1.77]	R01781;R02257
K13299	rxn04895;rxn04833;rxn04919;rxn04831;rxn04887;rxn04916;rxn39402;rxn06401;rxn04894;rxn15652;rxn04873;rxn16246;rxn04811;rxn04872;rxn04809;rxn04810;rxn04830;rxn04903;rxn04832;rxn11808;rxn04896;rxn07181;rxn04886	glutathione S-transferase kappa 1 [EC:2.5.1.18]	R07091;R03522;R09409;R07004;R07026;R07003;R07025;R07069;R07113;R07002;R07024;R07023;R07100;R07116;R07084;R07083;R07094;R07093;R07070;R07092;R08280
K13298	rxn00140;rxn00920	dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11 [EC:3.1.4.17 3.1.4.35]	R01234;R00191
K13294	rxn00140	cAMP-specific phosphodiesterase [EC:3.1.4.53]	R00191
K13296	rxn00140;rxn00920	cGMP-inhibited 3',5'-cyclic phosphodiesterase B [EC:3.1.4.17]	R01234;R00191
K15904	rxn40394	bifunctional N6-L-threonylcarbamoyladenine synthase / protein kinase Bud32 [EC:2.3.1.234 2.7.11.1]	R10648
K15909	rxn16668	phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase 2 [EC:3.1.3.86]	R09827
K15907	rxn16655	pentalenene oxygenase [EC:1.14.15.32]	R09814
K03927	rxn12023;rxn12030;rxn12028	carboxylesterase 2 [EC:3.1.1.1 3.1.1.84 3.1.1.56]	R08255;R08258;R08220
K03922	rxn06369;rxn12017	acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2]	R08161;R03370
K03921	rxn06369;rxn12017	acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2 1.14.19.11 1.14.19.26]	R11108;R08161;R03370;R11109
K03918	rxn39268;rxn00317	L-lysine 6-transaminase [EC:2.6.1.36]	R00457
K14760	rxn02831	acyl-activating enzyme 14 [EC:6.2.1.26]	R04030
K00111	rxn00616	glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]	R00848
K01442	rxn02796;rxn39439;rxn04068;rxn02015;rxn03095;rxn03094;rxn02795	choloylglycine hydrolase [EC:3.5.1.24]	R04486;R04487;R02797;R05835;R03975;R03977
K02774	rxn06934	galactitol PTS system EIIB component [EC:2.7.1.200]	R05570
K00112	rxn00616	glycerol-3-phosphate dehydrogenase subunit B [EC:1.1.5.3]	R00848
K01443	rxn01484	N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25]	R02059
K02773	rxn06934	galactitol PTS system EIIA component [EC:2.7.1.200]	R05570
K01440	rxn00938	nicotinamidase [EC:3.5.1.19]	R01268
K01441	rxn15216	alkaline ceramidase [EC:3.5.1.23]	R01494
K02771	rxn06348	fructose PTS system EIID component	R03232
K02770	rxn06348	fructose PTS system EIIBC or EIIC component [EC:2.7.1.202]	R03232
K00117	rxn07122;rxn15632;rxn15633	quinoprotein glucose dehydrogenase [EC:1.1.5.2]	R06620
K01448	rxn02875;rxn14346	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	R04112
K01449	rxn02875;rxn14346	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	R04112
K02779	rxn15363;rxn06231;rxn39360	glucose PTS system EIICB or EIICBA component [EC:2.7.1.199]	R02738
K00115	rxn15031;rxn05806;rxn15032;rxn39262	glucose 1-dehydrogenase (FAD, quinone) [EC:1.1.5.9]	R00305
K01446	rxn02875;rxn14346	peptidoglycan recognition protein	R04112
K02778	rxn15363;rxn06231;rxn39360	glucose PTS system EIIB component [EC:2.7.1.199]	R02738
K00116	rxn39263;rxn00264;rxn05815;rxn00935	malate dehydrogenase (quinone) [EC:1.1.5.4]	R00360;R00361;R01257
K01447	rxn02875;rxn14346	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	R04112
K02777	rxn39360;rxn15363;rxn06231;rxn06592;rxn11965;rxn14191;rxn06678;rxn15448;rxn06860;rxn15746	sugar PTS system EIIA component [EC:2.7.1.-]	R02738;R04111;R02780;R04394;R05132;R08559
K00113	rxn00616	glycerol-3-phosphate dehydrogenase subunit C	R00848
K00114	rxn03517;rxn39494;rxn39492;rxn39479;rxn03431;rxn03597	alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]	R05285;R05198;R05062
K02775	rxn06934	galactitol PTS system EIIC component	R05570
K12111	rxn00816;rxn15230;rxn35560	evolved beta-galactosidase subunit alpha [EC:3.2.1.23]	R06114;R01678
K12112	rxn15230;rxn35560	evolved beta-galactosidase subunit beta	R01678
K00100	rxn02528;rxn02527	butanol dehydrogenase [EC:1.1.1.-]	R03545;R03544
K01431	rxn11756;rxn00654;rxn15490;rxn03188;rxn15489	beta-ureidopropionase [EC:3.5.1.6]	R08228;R00905;R04666
K00101	rxn00145	L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]	R00196
K01432	rxn01437;rxn00729;rxn03362	arylformamidase [EC:3.5.1.9]	R01959;R04911;R00988
K01430	rxn00101	urease subunit gamma [EC:3.5.1.5]	R00131
K00108	rxn05921	choline dehydrogenase [EC:1.1.99.1]	R01025
K01439	rxn01973	succinyl-diaminopimelate desuccinylase [EC:3.5.1.18]	R02734
K00109	rxn15407;rxn15408;rxn02519	2-hydroxyglutarate dehydrogenase [EC:1.1.99.2]	R03534
K00106	rxn01522;rxn11763;rxn07769;rxn01524;rxn07732;rxn01298;rxn07768;rxn07767;rxn39890;rxn01297	xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]	R07942;R08235;R02103;R07979;R07978;R07977;R02107;R01768;R01769
K01437	rxn00376;rxn00345	aspartoacylase [EC:3.5.1.15]	R00488;R00526
K02769	rxn06348	fructose PTS system EIIB component [EC:2.7.1.202]	R03232
K01438	rxn00469;rxn15972	acetylornithine deacetylase [EC:3.5.1.16]	R09107;R00669
K02768	rxn06348	fructose PTS system EIIA component [EC:2.7.1.202]	R03232
K00104	rxn00333	glycolate oxidase [EC:1.1.3.15]	R00475
K01435	rxn00795	biotinidase [EC:3.5.1.12]	R01077
K00105	rxn00614	alpha-glycerophosphate oxidase [EC:1.1.3.21]	R00846
K00102	rxn00146	D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]	R00197
K01433	rxn00691	formyltetrahydrofolate deformylase [EC:3.5.1.10]	R00944
K02765	rxn15352;rxn06202	D-glucosamine PTS system EIICBA component [EC:2.7.1.-]	R02631
K00103	rxn02279;rxn00449;rxn23445	L-gulonolactone oxidase [EC:1.1.3.8]	R03184;R10053;R00647
K01434	rxn06112	penicillin G amidase [EC:3.5.1.11]	R02170
K14749	rxn03740	ethylbenzene dioxygenase subunit beta [EC:1.14.12.-]	R05440
K14747	rxn03752	benzoylacetate-CoA ligase [EC:6.2.1.-]	R05452
K14748	rxn03740	ethylbenzene dioxygenase subunit alpha [EC:1.14.12.-]	R05440
K14746	rxn11652;rxn39498	(S)-1-phenylethanol dehydrogenase [EC:1.1.1.311]	R05352
K00133	rxn01643	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	R02291
K01464	rxn02190;rxn01626;rxn11755	dihydropyrimidinase [EC:3.5.2.2]	R08227;R03055;R02269
K02796	rxn15351;rxn06201;rxn15350	mannose PTS system EIID component	R02630
K00134	rxn00781	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	R01061
K01465	rxn01465	dihydroorotase [EC:3.5.2.3]	R01993
K02795	rxn15351;rxn06201;rxn15350	mannose PTS system EIIC component	R02630
K00131	rxn00779	glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]	R01058
K02794	rxn15351;rxn06201;rxn15350	mannose PTS system EIIAB component [EC:2.7.1.191]	R02630
K00132	rxn00869;rxn00171	acetaldehyde dehydrogenase (acetylating) [EC:1.2.1.10]	R01172;R00228
K02793	rxn15351;rxn06201;rxn15350	mannose PTS system EIIA component [EC:2.7.1.191]	R02630
